studentid,name,age,gender,degree_branch,ethnicity,parentaleducation,studytimeweekly,absences,tutoring,parentalsupport,extracurricular,sports,music,volunteering,gpa,gradeclass,at_risk
3937,Nisha Patil,18.0,0,B.Tech - Mechanical,0,3,17.0,8.0,0,2,0,0,0,0,2.984329965,2,0
3938,Ishan Khan,15.0,1,BCA,1,0,13.0,18.0,1,2,0,1,0,0,3.914190978,0,0
3939,Ishan Joshi,15.0,0,B.Tech - Civil,0,3,18.0,6.0,1,2,1,0,1,0,3.105268972,1,0
3940,Rohan Reddy,15.0,1,BSc - Mathematics,0,0,6.0,28.0,0,2,0,1,0,0,3.235681806,1,1
3941,Nisha Joshi,15.0,0,B.Tech - Mechanical,1,4,5.0,16.0,0,2,1,1,0,0,3.17426656,1,0
3942,Aaradhya Yadav,17.0,0,BPharm,2,1,4.0,7.0,0,1,1,1,0,0,3.637534255,0,1
3943,Rahul Khan,15.0,0,BSc Microbiology,2,2,3.0,7.0,0,1,0,0,0,0,3.606240928,0,1
3944,Ishan Joshi,17.0,1,B.Tech - Electrical,3,2,17.0,28.0,1,4,1,0,0,1,2.808764495,2,1
3945,Nisha Khan,18.0,0,BA - Political Science,0,2,13.0,2.0,0,3,1,1,0,0,2.982782707,2,0
3946,Nisha Yadav,16.0,0,BA - History,2,1,15.0,15.0,0,2,0,1,1,0,2.837532964,2,0
3947,Kunal Pawar,15.0,0,BJMC - Journalism & Mass Communication,0,2,19.0,11.0,1,2,0,0,0,0,3.688135093,0,0
3948,Aaradhya Reddy,16.0,1,BSc Forestry,1,1,13.0,14.0,0,2,1,1,0,0,2.626632884,2,0
3949,Sahil Joshi,16.0,1,BSW,0,2,4.0,20.0,0,3,0,0,0,1,2.813479142,2,1
3950,Rohan Malode,18.0,0,BCA,3,2,10.0,3.0,0,3,1,1,0,0,3.330178746,1,0
3951,Ishan Reddy,16.0,0,B.Tech - Civil,2,2,11.0,22.0,0,4,0,1,1,0,3.017669952,1,0
3952,Pooja Sharma,17.0,0,BSc Agriculture,3,1,17.0,26.0,0,3,1,1,1,0,4.0,0,1
3953,Priya Joshi,16.0,0,BSc - Chemistry,2,4,3.0,6.0,0,4,1,1,0,0,3.868541444,0,1
3954,Aaradhya Sharma,16.0,0,BFSc - Fisheries,3,2,12.0,10.0,0,0,1,0,0,0,3.666319975,0,1
3955,Rohan Joshi,16.0,1,B.Tech - Mechanical,2,1,19.0,23.0,1,4,0,1,1,0,4.0,0,0
3956,Meera Deshmukh,15.0,0,BE - Mechanical,0,2,12.0,4.0,0,3,0,0,0,0,3.890761982,0,0
3957,Rohan Deshmukh,15.0,0,BVoc - Food Processing,0,4,3.0,12.0,0,1,0,0,0,1,2.915960871,2,1
3958,Meera Joshi,17.0,0,BE - Information Technology,0,0,6.0,10.0,0,2,1,1,1,0,4.0,0,0
3959,Anita Khan,17.0,1,BPharm - Pharmaceutical Sciences,0,3,1.0,4.0,0,2,0,0,1,0,2.280003855,3,1
3960,Kavya Gupta,15.0,1,BA - History,1,2,20.0,7.0,0,1,0,1,0,0,3.467040021,1,0
3961,Amit Joshi,17.0,1,BE - Aerospace,1,1,17.0,20.0,0,3,0,0,0,1,2.758254275,2,0
3962,Sahil Sharma,15.0,0,BSc - Computer Science,1,3,20.0,28.0,0,3,1,0,0,1,2.532105706,2,1
3963,Sahil Reddy,18.0,0,BVoc - Retail Management,3,2,5.0,29.0,0,2,1,0,0,0,2.0,3,1
3964,Aditya Yadav,16.0,0,BCom (Hons),3,1,15.0,28.0,0,0,1,0,1,1,2.008019562,3,1
3965,Riya Pawar,16.0,0,BHM - Hotel Management,0,3,2.0,16.0,1,4,1,0,0,1,3.533475052,0,1
3966,Vikas Malode,17.0,1,BSc Environmental Science,0,3,14.0,10.0,0,2,0,0,0,1,2.822809882,2,0
3967,Meera Gupta,15.0,1,BA - History,0,4,20.0,18.0,1,0,1,0,0,1,3.014818165,1,1
3968,Meera Reddy,15.0,1,BFSc - Fisheries,0,3,19.0,17.0,0,2,1,1,0,0,3.527968134,0,0
3969,Pooja Reddy,17.0,1,BE - Information Technology,2,3,9.0,27.0,0,4,1,0,0,1,2.628500509,2,1
3970,Priya Joshi,15.0,0,BSc Nursing,1,3,8.0,9.0,0,3,0,1,0,1,4.0,0,0
3971,Kavya Joshi,18.0,1,BA - English,1,0,10.0,4.0,1,2,1,0,1,0,3.976908174,0,0
3972,Manish Patil,16.0,0,BSc - Chemistry,2,3,13.0,28.0,1,2,0,1,1,1,2.776617209,2,1
3973,Rahul Deshmukh,17.0,0,BOT - Occupational Therapy,2,3,11.0,23.0,1,2,0,1,1,0,2.795565897,2,0
3974,Sanjana Yadav,17.0,1,B.Tech - Electronics & Communication,0,0,6.0,30.0,1,0,0,0,0,1,2.867387444,2,1
3975,Sahil Patil,15.0,0,B.Tech - Electronics & Communication,2,2,10.0,24.0,0,3,0,0,1,0,2.421339937,3,1
3976,Rohan Malode,17.0,0,BE - Chemical,0,0,16.0,24.0,1,0,0,1,0,0,2.741091383,2,1
3977,Aaradhya Reddy,18.0,0,BBA,0,3,8.0,0.0,1,2,0,1,1,1,3.40686751,1,0
3978,Pooja Khan,15.0,1,BE - Biomedical,0,2,12.0,16.0,0,3,0,1,0,0,3.329291386,1,0
3979,Amit Patil,15.0,1,BPharm - Pharmaceutical Sciences,0,4,15.0,16.0,1,0,0,0,1,0,2.751063645,2,1
3980,Kavya Deshmukh,15.0,0,BSc Horticulture,0,1,2.0,0.0,0,4,0,0,0,0,2.814466,2,1
3981,Vikas Pawar,15.0,1,BPT - Physiotherapy,0,3,4.0,24.0,1,2,0,0,1,1,3.759920165,0,1
3982,Amit Malode,18.0,0,BSc - Chemistry,1,1,16.0,0.0,1,0,0,0,0,0,4.0,0,1
3983,Sneha Patil,15.0,0,BSc - Biotechnology,2,3,0.0,22.0,1,4,1,0,0,1,2.937236453,2,1
3984,Amit Gupta,17.0,1,BFSc - Fisheries,0,3,20.0,21.0,1,1,1,0,0,1,4.0,0,0
3985,Sahil Patil,18.0,1,BFA,0,3,8.0,8.0,0,0,1,1,0,0,3.558007551,0,1
3986,Nisha Reddy,16.0,1,BBA,2,3,16.0,26.0,0,2,1,1,0,0,2.420228654,3,1
3987,Rohan Pawar,16.0,0,BSc Microbiology,0,4,12.0,24.0,0,1,1,0,0,0,3.065794881,1,0
3988,Kunal Khan,17.0,1,BDes,3,0,14.0,3.0,0,4,0,0,0,0,3.377838829,1,0
3989,Sneha Pawar,17.0,1,BVoc - Food Processing,1,1,20.0,8.0,0,0,1,0,0,0,3.978116629,0,1
3990,Meera Deshmukh,18.0,1,B.Tech - Information Technology,0,3,7.0,13.0,0,0,1,1,1,0,2.133582954,3,1
3991,Kavya Malode,16.0,0,BSc Microbiology,0,2,7.0,14.0,0,4,1,1,1,1,2.705817507,2,0
3992,Aditya Malode,16.0,1,B.Tech - Mechanical,0,1,1.0,15.0,1,1,0,0,0,1,3.363435701,1,1
3993,Arjun Yadav,16.0,1,BVoc - Retail Management,0,2,9.0,15.0,1,4,1,0,0,0,4.0,0,0
3994,Sahil Sharma,16.0,0,BSc Microbiology,0,2,4.0,12.0,0,2,0,0,0,0,3.854921215,0,1
3995,Pooja Gupta,16.0,0,BPT - Physiotherapy,1,2,15.0,13.0,0,0,1,0,0,0,4.0,0,1
3996,Riya Khan,15.0,0,BE - Electrical,0,3,18.0,21.0,0,0,0,0,0,1,4.0,0,1
3997,Meera Reddy,17.0,1,BArch,1,2,0.0,20.0,0,2,1,0,1,0,2.0,3,1
3998,Priya Sharma,15.0,1,BPharm,1,0,12.0,8.0,0,2,0,0,1,0,3.87897729,0,0
3999,Kunal Deshmukh,16.0,1,BArch,0,0,3.0,30.0,1,0,1,1,1,0,2.802107505,2,1
4000,Kavya Sharma,18.0,1,BHM - Hotel Management,0,4,6.0,22.0,0,3,0,0,0,0,2.476390071,3,1
4001,Pooja Patil,18.0,1,BSc - Chemistry,0,4,0.0,8.0,1,2,1,0,0,0,4.0,0,1
4002,Ishan Patil,16.0,0,BE - Civil,0,3,1.0,20.0,0,2,1,1,1,0,2.271657081,3,1
4003,Rohan Pawar,16.0,0,BSW,2,2,15.0,3.0,0,2,1,1,0,0,4.0,0,0
4004,Pooja Gupta,18.0,1,BE - Information Technology,0,4,13.0,9.0,1,2,0,0,0,0,4.0,0,0
4005,Vikas Khan,15.0,0,BE - Mechanical,2,3,4.0,2.0,0,1,1,0,0,0,2.868372228,2,1
4006,Sahil Gupta,15.0,0,BFA,0,3,13.0,20.0,0,1,1,1,0,0,3.413010639,1,0
4007,Priya Pawar,16.0,1,BCom (Hons),0,3,16.0,8.0,1,4,0,0,0,1,4.0,0,0
4008,Rohan Khan,15.0,0,B.Tech - Computer Science,1,2,11.0,18.0,0,2,1,0,0,0,3.513421256,0,0
4009,Meera Patil,18.0,0,BSW,2,2,19.0,15.0,0,0,0,0,1,0,3.311929823,1,1
4010,Rahul Gupta,15.0,0,BDes,0,1,11.0,15.0,0,1,0,1,0,0,4.0,0,0
4011,Aaradhya Sharma,16.0,0,BE - Biomedical,0,1,2.0,16.0,1,2,1,0,1,0,3.194619919,1,1
4012,Sanjana Patil,18.0,1,BE - Aerospace,1,3,20.0,17.0,0,3,1,1,1,0,3.288720495,1,0
4013,Manish Khan,15.0,1,BA - Economics,0,4,20.0,9.0,1,0,1,0,1,0,4.0,0,1
4014,Meera Malode,17.0,1,BArch,0,3,1.0,20.0,0,2,1,0,1,0,3.011756735,1,1
4015,Nisha Khan,18.0,0,BPharm,1,2,20.0,18.0,0,2,1,0,0,0,2.929030403,2,0
4016,Vikas Deshmukh,18.0,1,BE - Information Technology,0,0,20.0,21.0,0,4,1,0,0,1,3.376284228,1,0
4017,Rohan Yadav,17.0,1,BVoc - Retail Management,1,0,14.0,14.0,0,1,0,0,1,0,2.696275969,2,0
4018,Meera Pawar,17.0,1,B.Tech - Information Technology,1,2,10.0,14.0,0,3,1,0,0,0,2.575346077,2,0
4019,Rahul Pawar,18.0,0,BHM - Hotel Management,2,2,9.0,10.0,0,1,1,0,0,0,2.760399505,2,0
4020,Priya Malode,17.0,1,BJMC - Journalism & Mass Communication,2,3,17.0,7.0,0,2,1,0,0,0,3.446276613,1,0
4021,Kavya Patil,16.0,1,BCom,1,0,20.0,21.0,0,3,1,0,1,0,3.653050332,0,0
4022,Kavya Joshi,16.0,1,BE - Electrical,1,4,1.0,15.0,1,0,1,1,1,0,3.688526002,0,1
4023,Priya Malode,16.0,1,BCom (Hons),2,2,6.0,9.0,0,2,1,1,0,0,4.0,0,0
4024,Nisha Patil,18.0,0,BPharm,0,3,6.0,8.0,1,2,1,0,1,0,3.917366378,0,0
4025,Sanjana Pawar,17.0,1,BE - Mechanical,0,2,6.0,14.0,1,2,0,0,0,1,3.473022874,1,0
4026,Aditya Gupta,17.0,0,BPharm - Pharmaceutical Sciences,2,1,13.0,21.0,0,2,1,0,0,1,4.0,0,0
4027,Arjun Sharma,15.0,1,BE - Chemical,1,3,1.0,29.0,0,1,0,1,0,0,2.0,3,1
4028,Rohan Yadav,15.0,0,BCom (Hons),0,3,1.0,4.0,0,0,0,1,1,0,2.590661057,2,1
4029,Sneha Deshmukh,17.0,0,BSc - Biotechnology,2,2,14.0,19.0,1,0,1,0,0,1,3.386654398,1,1
4030,Manish Joshi,17.0,0,BPharm - Pharmaceutical Sciences,0,2,10.0,1.0,0,3,0,1,0,1,4.0,0,0
4031,Vikas Gupta,17.0,1,BSW,2,0,9.0,21.0,1,2,1,1,0,0,3.41757327,1,0
4032,Kavya Patil,18.0,0,BE - Mechanical,2,3,2.0,15.0,0,1,1,1,0,0,3.417738376,1,1
4033,Amit Khan,17.0,1,BFA,3,4,16.0,17.0,1,3,1,1,0,1,3.046150106,1,0
4034,Sanjana Joshi,15.0,1,BPharm - Pharmaceutical Sciences,0,0,8.0,15.0,0,2,0,1,0,1,2.535469695,2,0
4035,Arjun Deshmukh,18.0,0,BVoc - Retail Management,1,1,14.0,4.0,1,4,0,0,0,0,4.0,0,0
4036,Sanjana Khan,17.0,0,BA - History,0,4,13.0,0.0,0,4,1,0,0,0,3.796631104,0,0
4037,Ishan Joshi,15.0,0,BSc Forestry,0,1,18.0,18.0,0,3,0,1,1,0,3.532188784,0,0
4038,Vikas Deshmukh,18.0,1,BCA (Hons),0,3,16.0,9.0,0,1,0,0,0,0,4.0,0,0
4039,Rohan Sharma,17.0,1,BSc - Computer Science,1,2,19.0,20.0,0,3,1,0,1,1,2.840072441,2,0
4040,Ishan Patil,17.0,0,B.Tech - Civil,0,2,16.0,28.0,0,3,0,0,1,1,2.595958989,2,1
4041,Sneha Gupta,17.0,0,BCA,0,2,15.0,12.0,0,3,1,1,0,0,3.331621626,1,0
4042,Aditya Khan,18.0,1,BSc Horticulture,1,1,19.0,22.0,0,2,0,0,0,0,4.0,0,0
4043,Pooja Sharma,15.0,1,B.Tech - Information Technology,2,0,7.0,23.0,0,3,0,0,0,0,2.769761747,2,0
4044,Anita Deshmukh,15.0,1,BJMC - Journalism & Mass Communication,2,3,6.0,22.0,0,3,0,1,1,1,2.444217699,3,1
4045,Sahil Reddy,16.0,1,BE - Civil,3,3,11.0,22.0,0,2,1,1,0,1,3.496854737,1,0
4046,Kavya Pawar,17.0,0,BE - Computer Science,0,3,0.0,10.0,1,3,1,0,0,0,2.210580271,3,1
4047,Priya Joshi,16.0,0,BSc - Information Technology,3,3,11.0,14.0,0,0,1,1,1,1,3.730213529,0,1
4048,Priya Khan,16.0,0,BSc - Physics,2,1,5.0,1.0,0,3,1,0,1,0,3.965785422,0,0
4049,Sanjana Joshi,15.0,0,BFSc - Fisheries,0,0,15.0,5.0,0,3,1,0,0,1,3.060166564,1,0
4050,Meera Malode,18.0,0,BE - Civil,0,3,17.0,20.0,1,1,0,0,0,0,3.446057695,1,0
4051,Kavya Patil,18.0,0,BDes,0,2,18.0,10.0,0,4,1,1,0,0,3.858300831,0,0
4052,Vikas Reddy,15.0,0,BE - Mechanical,0,1,2.0,14.0,1,4,1,1,0,0,2.546278424,2,1
4053,Nisha Patil,18.0,1,BE - Civil,1,1,2.0,8.0,0,1,1,1,0,0,2.318089528,3,1
4054,Kavya Deshmukh,16.0,1,BBA,1,0,4.0,11.0,1,0,0,0,0,0,2.290396425,3,1
4055,Kavya Khan,17.0,1,BE - Computer Science,2,1,2.0,25.0,0,3,1,1,0,1,2.899324769,2,1
4056,Rahul Gupta,15.0,1,BA - English,1,3,18.0,26.0,1,2,1,0,0,0,2.812213303,2,1
4057,Sneha Khan,17.0,0,BSc - Biotechnology,0,4,4.0,3.0,0,2,0,0,0,0,2.42919188,3,1
4058,Vikas Yadav,18.0,1,BE - Environmental,2,4,13.0,27.0,0,3,1,1,1,0,4.0,0,1
4059,Rohan Gupta,17.0,0,BSc Environmental Science,0,4,20.0,22.0,0,4,0,1,0,0,2.81834351,2,0
4060,Rohan Patil,18.0,1,BE - Chemical,3,4,15.0,26.0,1,2,0,1,1,0,3.597792097,0,1
4061,Rahul Malode,18.0,0,BSc Environmental Science,0,2,0.0,23.0,1,0,1,0,0,0,3.332065847,1,1
4062,Rahul Malode,16.0,1,BSc Agriculture,3,1,16.0,13.0,1,3,0,1,0,1,2.885870666,2,0
4063,Aditya Khan,18.0,0,BSc Forestry,0,3,10.0,21.0,0,3,0,0,0,1,4.0,0,0
4064,Vikas Sharma,16.0,0,BSc Agriculture,0,1,8.0,2.0,0,4,0,0,0,0,3.744678216,0,0
4065,Ishan Malode,16.0,1,BSc - Biotechnology,0,1,20.0,26.0,0,1,0,1,0,0,3.890170434,0,1
4066,Sahil Sharma,16.0,0,BSc - Chemistry,2,1,3.0,20.0,0,2,0,0,0,1,3.000243844,1,1
4067,Rahul Gupta,15.0,1,BSc - Mathematics,2,2,1.0,16.0,1,2,0,0,0,0,3.103693963,1,1
4068,Priya Patil,15.0,1,BPharm,0,1,8.0,29.0,0,3,0,1,0,1,3.407517048,1,1
4069,Manish Malode,18.0,1,BSc - Mathematics,3,1,4.0,12.0,0,0,1,1,0,1,2.020880046,3,1
4070,Meera Sharma,16.0,1,BSc - Mathematics,1,2,3.0,7.0,0,4,1,0,0,0,3.174779758,1,1
4071,Kavya Joshi,15.0,1,BE - Electrical,1,4,4.0,11.0,1,2,1,0,0,0,4.0,0,1
4072,Amit Yadav,16.0,0,BVoc - Retail Management,2,2,17.0,11.0,0,4,0,1,0,0,3.029174561,1,0
4073,Amit Yadav,17.0,1,BVoc - Food Processing,0,4,12.0,11.0,1,2,1,1,0,0,3.14559161,1,0
4074,Riya Gupta,17.0,1,BDes,0,1,4.0,26.0,0,3,1,1,0,0,3.114213886,1,1
4075,Aaradhya Sharma,17.0,1,BE - Chemical,3,1,18.0,1.0,1,4,0,1,1,0,3.570871243,0,0
4076,Rohan Reddy,18.0,0,BSc Agriculture,3,2,2.0,28.0,0,4,1,0,0,1,2.783347139,2,1
4077,Sanjana Reddy,16.0,1,BSc - Physics,3,2,17.0,9.0,0,4,1,0,0,1,4.0,0,0
4078,Sanjana Sharma,17.0,1,BE - Information Technology,3,3,5.0,22.0,1,0,1,0,1,0,3.25484076,1,1
4079,Aaradhya Deshmukh,15.0,1,BE - Environmental,0,3,5.0,8.0,0,2,0,0,1,0,3.332379186,1,0
4080,Rohan Sharma,17.0,0,BDes,2,3,4.0,0.0,0,0,1,0,0,0,3.251260618,1,1
4081,Amit Khan,17.0,0,BSc - Computer Science,0,4,0.0,28.0,0,2,0,0,0,1,2.787777459,2,1
4082,Sneha Reddy,17.0,0,BArch,3,2,7.0,3.0,0,1,0,0,0,1,2.650119231,2,0
4083,Ishan Pawar,18.0,1,BE - Chemical,0,1,0.0,22.0,1,3,1,0,1,0,3.15103584,1,1
4084,Sahil Malode,15.0,1,BSc Forestry,1,2,20.0,13.0,0,3,0,0,0,0,4.0,0,0
4085,Amit Malode,16.0,0,B.Tech - Electronics & Communication,1,1,5.0,15.0,1,2,0,0,0,1,3.46550614,1,0
4086,Aaradhya Sharma,15.0,0,BCA,0,1,19.0,24.0,0,3,0,0,1,0,2.623007271,2,0
4087,Kavya Joshi,16.0,0,BSc Microbiology,0,1,13.0,17.0,0,0,1,0,0,0,3.201972364,1,1
4088,Meera Sharma,18.0,0,BCA (Hons),2,2,10.0,1.0,0,4,1,0,0,0,4.0,0,0
4089,Amit Pawar,18.0,1,BA - History,2,1,1.0,5.0,1,1,1,0,1,0,2.236488432,3,1
4090,Rohan Sharma,18.0,1,BPharm - Pharmaceutical Sciences,0,0,20.0,2.0,1,2,0,1,1,0,4.0,0,0
4091,Sneha Gupta,18.0,0,BVoc - Retail Management,2,3,3.0,19.0,0,2,1,1,0,0,2.393205613,3,1
4092,Arjun Gupta,16.0,1,BSc Forestry,1,3,12.0,18.0,0,4,1,0,0,1,3.687546381,0,0
4093,Arjun Deshmukh,17.0,0,BDes,0,3,6.0,12.0,1,4,1,1,0,0,4.0,0,0
4094,Aaradhya Sharma,16.0,1,BSc - Information Technology,0,3,5.0,16.0,1,2,1,1,0,0,4.0,0,0
4095,Rohan Reddy,15.0,0,BDes,2,1,2.0,13.0,1,0,0,0,0,0,3.078815395,1,1
4096,Nisha Joshi,18.0,0,BSc - Mathematics,2,1,8.0,29.0,0,3,0,1,0,1,2.812967451,2,1
4097,Rohan Yadav,18.0,0,B.Tech - Electronics & Communication,1,1,13.0,21.0,0,2,1,1,1,1,2.62538461,2,0
4098,Ishan Yadav,15.0,1,B.Tech - Mechanical,1,3,19.0,10.0,0,3,0,0,1,1,3.366667489,1,0
4099,Manish Khan,16.0,1,BPharm - Pharmaceutical Sciences,0,3,10.0,15.0,0,0,1,1,1,0,2.958400025,2,1
4100,Sahil Reddy,17.0,1,BSc - Physics,0,1,4.0,10.0,1,3,0,1,1,1,3.704572674,0,1
4101,Sneha Malode,17.0,0,BE - Biomedical,0,1,13.0,28.0,0,1,1,1,0,0,3.498606233,1,1
4102,Arjun Joshi,15.0,0,B.Tech - Electrical,0,4,18.0,17.0,1,2,0,1,0,0,3.133816757,1,0
4103,Sanjana Khan,17.0,0,B.Tech - Computer Science,1,2,7.0,1.0,0,1,0,0,0,0,3.490833549,1,0
4104,Sanjana Pawar,16.0,1,BSc Forestry,3,3,6.0,22.0,0,4,1,0,0,0,3.273210129,1,0
4105,Rohan Pawar,16.0,0,BSc Microbiology,0,1,6.0,20.0,0,1,1,0,1,0,3.63615604,0,0
4106,Ishan Khan,15.0,1,BE - Information Technology,0,1,2.0,7.0,0,3,0,0,0,0,3.942843124,0,1
4107,Sanjana Pawar,16.0,1,BE - Computer Science,1,3,2.0,13.0,0,1,1,0,0,0,3.494770403,1,1
4108,Arjun Malode,18.0,1,BVoc - Food Processing,2,3,17.0,1.0,0,2,0,1,0,1,4.0,0,0
4109,Sanjana Joshi,15.0,0,BSc - Biotechnology,2,3,12.0,12.0,1,4,1,1,1,0,2.920166307,2,0
4110,Rohan Khan,16.0,0,BOT - Occupational Therapy,2,2,0.0,9.0,0,1,1,1,0,0,2.548946965,2,1
4111,Sanjana Deshmukh,15.0,0,BSc Environmental Science,1,2,4.0,7.0,1,4,1,0,1,1,3.783440962,0,1
4112,Aaradhya Khan,17.0,1,BCA (Hons),2,3,3.0,6.0,1,4,1,0,0,0,3.795214398,0,1
4113,Kunal Khan,16.0,1,B.Tech - Mechanical,0,1,15.0,12.0,1,3,1,1,0,0,4.0,0,0
4114,Manish Pawar,18.0,0,B.Tech - Information Technology,0,2,14.0,25.0,1,0,0,0,0,0,2.808787932,2,1
4115,Rohan Khan,16.0,0,BE - Civil,0,4,17.0,29.0,0,4,0,1,1,0,4.0,0,1
4116,Anita Gupta,15.0,1,BE - Electronics & Communication,1,1,16.0,23.0,0,4,1,0,1,0,2.886470536,2,0
4117,Kavya Patil,15.0,1,BPT - Physiotherapy,3,2,13.0,26.0,1,4,1,0,1,1,2.519731664,2,1
4118,Vikas Reddy,16.0,0,BE - Computer Science,2,3,13.0,18.0,0,4,1,0,0,0,2.913382224,2,0
4119,Kavya Joshi,18.0,1,BPharm,0,4,18.0,23.0,0,2,1,0,0,1,3.384646302,1,0
4120,Kunal Patil,18.0,0,BPT - Physiotherapy,0,2,5.0,14.0,1,3,1,1,0,0,3.925816969,0,0
4121,Sahil Reddy,18.0,0,BVoc - Retail Management,0,2,12.0,21.0,0,2,1,0,1,1,2.527672682,2,0
4122,Anita Patil,15.0,1,BHM - Hotel Management,0,3,17.0,1.0,1,2,1,1,0,0,4.0,0,0
4123,Riya Joshi,16.0,1,BE - Mechanical,1,3,14.0,21.0,0,3,0,1,0,0,3.923182817,0,0
4124,Sahil Khan,17.0,1,B.Tech - Mechanical,3,3,6.0,4.0,1,3,1,1,0,0,2.699723232,2,0
4125,Amit Sharma,15.0,0,BSc Horticulture,3,2,18.0,18.0,1,3,1,0,0,0,2.893040072,2,0
4126,Sneha Yadav,18.0,1,BE - Computer Science,1,1,16.0,0.0,0,4,0,0,0,0,4.0,0,0
4127,Pooja Patil,16.0,0,BSc - Computer Science,2,3,8.0,6.0,0,1,0,0,0,0,2.685292559,2,0
4128,Manish Patil,18.0,0,BPharm,1,4,10.0,17.0,0,2,1,1,1,0,3.141137991,1,0
4129,Arjun Yadav,17.0,1,B.Tech - Electronics & Communication,0,4,4.0,0.0,0,2,0,0,1,0,2.48787098,3,1
4130,Sanjana Joshi,18.0,0,BDes,1,1,1.0,0.0,1,1,1,0,0,0,4.0,0,1
4131,Ishan Khan,18.0,1,B.Tech - Information Technology,1,2,14.0,6.0,0,2,1,0,1,1,4.0,0,0
4132,Arjun Pawar,17.0,1,BSc Microbiology,2,2,11.0,27.0,0,4,0,1,0,1,3.513391997,0,1
4133,Manish Yadav,16.0,0,BSc Environmental Science,0,4,9.0,16.0,0,2,0,1,1,0,3.189457394,1,0
4134,Amit Deshmukh,15.0,0,BE - Mechanical,0,3,9.0,24.0,0,2,1,0,0,1,3.629820362,0,0
4135,Aaradhya Reddy,16.0,0,BE - Chemical,0,2,19.0,5.0,0,2,0,1,1,0,4.0,0,0
4136,Aaradhya Sharma,17.0,0,BCom (Hons),3,0,10.0,19.0,1,3,1,1,1,1,2.698181343,2,0
4137,Riya Gupta,18.0,1,BA - English,0,2,9.0,11.0,0,2,0,0,0,0,3.856790731,0,0
4138,Meera Deshmukh,16.0,1,B.Tech - Electronics & Communication,2,0,6.0,19.0,0,2,1,0,1,0,3.113349664,1,0
4139,Rohan Malode,15.0,0,BSc Forestry,2,3,13.0,14.0,0,2,0,0,0,1,3.954770143,0,0
4140,Sneha Malode,17.0,0,BSW,0,3,12.0,12.0,1,2,1,1,1,1,4.0,0,0
4141,Sanjana Pawar,16.0,1,BA - Economics,1,2,4.0,11.0,0,3,1,0,0,1,2.890192347,2,1
4142,Sahil Sharma,15.0,1,BSW,2,2,18.0,29.0,0,3,1,0,1,0,3.521823082,0,1
4143,Rohan Patil,17.0,0,BPT - Physiotherapy,0,4,9.0,20.0,0,0,1,0,0,0,3.474965823,1,1
4144,Manish Gupta,15.0,0,BSc Environmental Science,3,1,7.0,1.0,1,4,1,1,0,0,4.0,0,0
4145,Sneha Patil,17.0,1,BVoc - Retail Management,0,1,17.0,20.0,0,0,1,1,1,1,3.525152553,0,1
4146,Sanjana Sharma,18.0,0,BA - Economics,0,4,0.0,17.0,0,0,1,0,1,0,2.982456025,2,1
4147,Sahil Joshi,16.0,0,B.Tech - Mechanical,2,3,4.0,27.0,0,3,0,0,1,1,3.382690115,1,1
4148,Kavya Yadav,15.0,1,BA - History,2,3,10.0,3.0,1,3,1,1,1,1,4.0,0,0
4149,Sneha Yadav,17.0,1,BE - Biomedical,3,1,19.0,9.0,0,0,0,1,0,0,4.0,0,1
4150,Aditya Patil,15.0,1,BVoc - Food Processing,1,1,10.0,10.0,1,3,0,0,1,1,3.05941861,1,0
4151,Kunal Khan,15.0,1,BArch,3,0,15.0,29.0,0,0,1,1,1,0,3.745591551,0,1
4152,Nisha Reddy,16.0,1,B.Tech - Electronics & Communication,2,1,9.0,20.0,0,4,1,0,0,0,2.714211493,2,0
4153,Arjun Yadav,18.0,0,BSc - Biotechnology,2,3,14.0,5.0,1,3,1,1,1,1,4.0,0,0
4154,Kavya Gupta,15.0,0,BA - History,1,1,6.0,5.0,0,1,0,0,1,0,3.29579296,1,0
4155,Manish Gupta,17.0,0,B.Tech - Electrical,0,3,14.0,8.0,0,1,0,0,1,0,4.0,0,0
4156,Anita Yadav,17.0,0,BE - Mechanical,3,1,15.0,19.0,0,3,0,0,0,0,3.277094446,1,0
4157,Rahul Deshmukh,18.0,1,BFA,0,2,5.0,12.0,0,3,1,0,1,0,2.526365722,2,0
4158,Aaradhya Joshi,17.0,1,BJMC - Journalism & Mass Communication,1,4,10.0,29.0,1,4,0,0,1,0,3.543591368,0,1
4159,Aditya Khan,18.0,1,BSc Horticulture,0,1,16.0,4.0,1,4,0,0,0,0,4.0,0,0
4160,Manish Deshmukh,17.0,1,BE - Environmental,1,2,14.0,5.0,1,2,1,0,1,0,4.0,0,0
4161,Aaradhya Deshmukh,16.0,0,BSc Nursing,0,1,15.0,3.0,1,4,0,1,0,1,4.0,0,0
4162,Ishan Pawar,15.0,0,BVoc - Retail Management,0,1,1.0,5.0,1,2,0,1,0,0,3.989650428,0,1
4163,Nisha Khan,16.0,1,BSc - Information Technology,2,2,3.0,17.0,1,2,1,0,0,0,3.668235165,0,1
4164,Ishan Deshmukh,15.0,1,BFA,0,2,18.0,27.0,0,3,1,1,0,0,3.812072614,0,1
4165,Pooja Malode,15.0,1,BCom,1,3,5.0,12.0,0,1,1,1,0,0,2.971414688,2,0
4166,Aaradhya Yadav,15.0,1,BE - Mechanical,0,3,17.0,22.0,1,2,1,0,0,0,2.580728653,2,0
